travelCode,userCode,from,to,flightType,price,time,distance,agency,date,Weekday,Binaryweekday
19749,193,Rio de Janeiro,Aracaju,economic,734.09,1.55,597.61,Rainbow,6/15/2020,Mon,0
103188,1024,Florianopolis,Sao Paulo,economic,427,1.46,562.14,Rainbow,11/25/2021,Thu,0
34649,330,Aracaju,Rio de Janeiro,premium,1007.72,1.55,597.61,CloudFy,11/11/2021,Thu,0
82026,798,Natal,Aracaju,firstClass,576.66,0.46,176.33,CloudFy,9/7/2020,Mon,0
90501,895,Florianopolis,Aracaju,firstClass,1468.03,2.1,808.85,CloudFy,12/5/2019,Thu,0
25597,247,Campo Grande,Recife,economic,674.16,1.39,535.4,Rainbow,6/1/2020,Mon,0
32144,308,Brasilia,Sao Paulo,firstClass,904,0.67,257.81,FlyingDrops,2/4/2021,Thu,0
76438,744,Natal,Rio de Janeiro,premium,1102.93,1.55,595.03,CloudFy,6/18/2020,Thu,0
3077,27,Recife,Florianopolis,economic,803.39,1.76,676.53,Rainbow,2/11/2021,Thu,0
78607,763,Salvador,Sao Paulo,premium,513.47,1.04,401.66,Rainbow,8/29/2021,Sun,1
96559,955,Florianopolis,Sao Paulo,economic,426.91,1.46,562.14,CloudFy,4/7/2022,Thu,0
80040,779,Sao Paulo,Aracaju,economic,722.74,1.02,392.76,CloudFy,3/19/2021,Fri,0
80543,783,Rio de Janeiro,Sao Paulo,economic,446.75,0.86,331.89,CloudFy,8/1/2021,Sun,1
78830,765,Aracaju,Sao Paulo,firstClass,752.27,1.02,392.76,Rainbow,12/17/2021,Fri,0
127112,1255,Aracaju,Florianopolis,economic,869.13,2.1,808.85,CloudFy,4/8/2022,Fri,0
51235,499,Aracaju,Campo Grande,firstClass,1376.09,1.69,650.1,FlyingDrops,3/27/2020,Fri,0
95592,943,Florianopolis,Salvador,firstClass,1692.64,2.44,937.77,FlyingDrops,1/14/2021,Thu,0
42854,418,Brasilia,Recife,economic,421.2,0.63,242.21,Rainbow,11/7/2019,Thu,0
127173,1256,Florianopolis,Recife,economic,674.52,1.76,676.53,CloudFy,10/24/2019,Thu,0
41251,400,Brasilia,Aracaju,firstClass,1260.1,1.11,425.98,CloudFy,11/21/2020,Sat,1
115904,1150,Rio de Janeiro,Florianopolis,economic,519.1,1.21,466.3,Rainbow,10/4/2021,Mon,0
133626,1316,Brasilia,Florianopolis,firstClass,1487.52,1.66,637.56,CloudFy,10/26/2020,Mon,0
64874,632,Natal,Campo Grande,economic,546.04,0.65,250.68,CloudFy,7/25/2021,Sun,1
126429,1251,Aracaju,Florianopolis,economic,852.18,2.1,808.85,Rainbow,1/26/2020,Sun,1
37372,355,Recife,Aracaju,firstClass,1300.81,1.44,555.74,FlyingDrops,7/28/2022,Thu,0
17265,173,Aracaju,Brasilia,firstClass,959.29,1.11,425.98,Rainbow,4/10/2020,Fri,0
39541,381,Florianopolis,Brasilia,firstClass,1087.18,1.66,637.56,Rainbow,4/17/2023,Mon,0
14270,143,Sao Paulo,Recife,economic,829.91,1.26,486.52,CloudFy,1/24/2020,Fri,0
130275,1281,Florianopolis,Campo Grande,firstClass,857.32,1.49,573.81,Rainbow,12/29/2022,Thu,0
23918,234,Salvador,Aracaju,economic,826.02,2.16,830.86,Rainbow,5/15/2021,Sat,1
131335,1293,Florianopolis,Aracaju,economic,879.1,2.1,808.85,CloudFy,6/11/2020,Thu,0
61206,598,Natal,Campo Grande,economic,470.16,0.65,250.68,Rainbow,10/20/2019,Sun,1
73161,710,Brasilia,Sao Paulo,firstClass,904,0.67,257.81,FlyingDrops,2/14/2022,Mon,0
119130,1183,Florianopolis,Salvador,firstClass,1692.64,2.44,937.77,FlyingDrops,4/2/2020,Thu,0
41439,402,Campo Grande,Aracaju,economic,877.56,1.69,650.1,Rainbow,8/23/2020,Sun,1
96430,955,Florianopolis,Rio de Janeiro,firstClass,549.55,1.21,466.3,Rainbow,10/17/2019,Thu,0
85091,836,Natal,Recife,premium,579.62,0.58,222.67,Rainbow,4/22/2021,Thu,0
80889,787,Natal,Sao Paulo,firstClass,1148.78,0.85,327.55,Rainbow,2/22/2021,Mon,0
121686,1205,Rio de Janeiro,Florianopolis,premium,708.27,1.21,466.3,CloudFy,12/17/2022,Sat,1
102695,1019,Florianopolis,Salvador,premium,1311.38,2.44,937.77,CloudFy,9/1/2022,Thu,0
115491,1148,Natal,Florianopolis,premium,1165.99,1.84,709.37,CloudFy,10/31/2020,Sat,1
42765,416,Brasilia,Natal,premium,1107.52,1.43,550.69,Rainbow,10/21/2021,Thu,0
13192,129,Brasilia,Recife,firstClass,804.24,0.63,242.21,CloudFy,9/25/2021,Sat,1
119180,1183,Florianopolis,Brasilia,firstClass,1097.17,1.66,637.56,FlyingDrops,3/18/2021,Thu,0
13215,129,Natal,Recife,economic,406.36,0.58,222.67,Rainbow,3/7/2022,Mon,0
89681,885,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,11/14/2019,Thu,0
123346,1221,Aracaju,Florianopolis,economic,869.13,2.1,808.85,CloudFy,6/26/2021,Sat,1
120765,1197,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,11/29/2020,Sun,1
69248,671,Aracaju,Sao Paulo,premium,588.14,1.02,392.76,Rainbow,6/4/2020,Thu,0
133885,1319,Florianopolis,Rio de Janeiro,economic,313.62,1.21,466.3,CloudFy,3/12/2020,Thu,0
81634,794,Natal,Recife,economic,406.36,0.58,222.67,Rainbow,7/8/2021,Thu,0
97244,961,Florianopolis,Campo Grande,premium,697.65,1.49,573.81,CloudFy,11/19/2020,Thu,0
24450,239,Sao Paulo,Brasilia,premium,586.06,0.67,257.81,Rainbow,4/17/2020,Fri,0
92201,909,Natal,Florianopolis,premium,1212.58,1.84,709.37,Rainbow,9/20/2020,Sun,1
129458,1273,Florianopolis,Rio de Janeiro,firstClass,585.77,1.21,466.3,CloudFy,4/7/2022,Thu,0
106471,1057,Rio de Janeiro,Florianopolis,premium,672.66,1.21,466.3,Rainbow,3/29/2020,Sun,1
26634,256,Recife,Sao Paulo,firstClass,883.63,1.26,486.52,CloudFy,7/9/2020,Thu,0
112347,1113,Rio de Janeiro,Florianopolis,premium,708.27,1.21,466.3,CloudFy,2/7/2020,Fri,0
122229,1212,Natal,Florianopolis,firstClass,1540.6,1.84,709.37,FlyingDrops,9/13/2021,Mon,0
124328,1228,Florianopolis,Natal,firstClass,1315.27,1.84,709.37,CloudFy,9/17/2020,Thu,0
26465,254,Brasilia,Campo Grande,economic,583.6,0.72,277.7,CloudFy,3/25/2021,Thu,0
74277,719,Sao Paulo,Rio de Janeiro,premium,846.03,0.86,331.89,CloudFy,2/4/2021,Thu,0
20923,206,Aracaju,Brasilia,firstClass,957.68,1.11,425.98,CloudFy,1/30/2020,Thu,0
99975,992,Florianopolis,Sao Paulo,firstClass,693.51,1.46,562.14,CloudFy,12/29/2022,Thu,0
106515,1058,Florianopolis,Sao Paulo,firstClass,762.89,1.46,562.14,FlyingDrops,11/7/2019,Thu,0
44593,435,Brasilia,Salvador,economic,958.15,1.76,676.56,CloudFy,10/8/2020,Thu,0
72680,706,Natal,Recife,firstClass,806.91,0.58,222.67,Rainbow,4/22/2021,Thu,0
116366,1154,Florianopolis,Sao Paulo,premium,577.76,1.46,562.14,Rainbow,10/8/2020,Thu,0
72048,700,Aracaju,Natal,firstClass,577.71,0.46,176.33,FlyingDrops,5/24/2021,Mon,0
5872,59,Natal,Recife,economic,429.77,0.58,222.67,CloudFy,4/12/2020,Sun,1
113643,1128,Florianopolis,Recife,premium,1013.4,1.76,676.53,Rainbow,4/2/2020,Thu,0
46553,453,Campo Grande,Salvador,firstClass,1052.6,1.36,522.34,FlyingDrops,11/19/2020,Thu,0
128975,1270,Brasilia,Florianopolis,economic,884.94,1.66,637.56,CloudFy,8/13/2021,Fri,0
15799,157,Aracaju,Salvador,economic,943.36,2.16,830.86,Rainbow,11/14/2019,Thu,0
3906,40,Campo Grande,Brasilia,economic,506.56,0.72,277.7,CloudFy,10/13/2019,Sun,1
61893,604,Campo Grande,Brasilia,firstClass,847.83,0.72,277.7,FlyingDrops,5/14/2020,Thu,0
109059,1081,Florianopolis,Sao Paulo,firstClass,738.8,1.46,562.14,Rainbow,12/12/2019,Thu,0
76249,742,Rio de Janeiro,Sao Paulo,firstClass,714.13,0.86,331.89,Rainbow,7/1/2022,Fri,0
38737,371,Campo Grande,Recife,firstClass,1185.95,1.39,535.4,Rainbow,3/28/2022,Mon,0
76133,742,Campo Grande,Natal,economic,467.6,0.65,250.68,CloudFy,4/13/2020,Mon,0
12430,120,Recife,Campo Grande,firstClass,1110.76,1.39,535.4,CloudFy,4/8/2021,Thu,0
57687,562,Campo Grande,Florianopolis,economic,808.63,1.49,573.81,CloudFy,11/14/2019,Thu,0
77446,752,Recife,Aracaju,economic,684.88,1.44,555.74,CloudFy,2/11/2022,Fri,0
126986,1255,Sao Paulo,Florianopolis,firstClass,1718.28,1.46,562.14,Rainbow,11/11/2019,Mon,0
124256,1227,Florianopolis,Salvador,premium,1311.38,2.44,937.77,CloudFy,3/17/2022,Thu,0
36804,351,Campo Grande,Recife,premium,991.22,1.39,535.4,Rainbow,3/22/2021,Mon,0
90632,896,Florianopolis,Rio de Janeiro,firstClass,585.77,1.21,466.3,CloudFy,5/21/2020,Thu,0
129389,1273,Florianopolis,Natal,economic,780.68,1.84,709.37,Rainbow,12/10/2020,Thu,0
69281,671,Brasilia,Sao Paulo,premium,750,0.67,257.81,Rainbow,1/23/2021,Sat,1
41903,408,Natal,Recife,firstClass,744.11,0.58,222.67,CloudFy,7/5/2020,Sun,1
101833,1010,Natal,Florianopolis,premium,1165.99,1.84,709.37,CloudFy,4/11/2020,Sat,1
78866,766,Natal,Rio de Janeiro,economic,774.57,1.55,595.03,CloudFy,1/2/2020,Thu,0
45678,445,Florianopolis,Brasilia,economic,555.01,1.66,637.56,Rainbow,3/6/2023,Mon,0
115879,1150,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,4/8/2021,Thu,0
114973,1144,Salvador,Florianopolis,economic,943.15,2.44,937.77,CloudFy,1/10/2020,Fri,0
131789,1297,Aracaju,Florianopolis,premium,1174.97,2.1,808.85,CloudFy,8/7/2020,Fri,0
72176,702,Campo Grande,Aracaju,firstClass,1545.78,1.69,650.1,Rainbow,11/16/2019,Sat,1
14628,146,Natal,Brasilia,economic,697.51,1.43,550.69,CloudFy,7/24/2021,Sat,1
89294,881,Salvador,Natal,economic,659.8,1.85,710.57,CloudFy,3/7/2021,Sun,1
38121,366,Aracaju,Campo Grande,economic,743.54,1.69,650.1,Rainbow,10/3/2019,Thu,0
101026,1003,Aracaju,Florianopolis,firstClass,1499.93,2.1,808.85,FlyingDrops,1/15/2022,Sat,1
66039,641,Florianopolis,Campo Grande,economic,544.86,1.49,573.81,Rainbow,7/2/2021,Fri,0
129361,1273,Florianopolis,Natal,firstClass,1348.79,1.84,709.37,FlyingDrops,5/28/2020,Thu,0
84191,826,Salvador,Natal,firstClass,1241.04,1.85,710.57,FlyingDrops,1/17/2020,Fri,0
81519,793,Sao Paulo,Natal,economic,530.03,0.85,327.55,Rainbow,2/16/2023,Thu,0
64116,623,Campo Grande,Rio de Janeiro,premium,1363.27,2.09,806.48,CloudFy,7/29/2021,Thu,0
37709,359,Brasilia,Sao Paulo,premium,750,0.67,257.81,Rainbow,10/24/2019,Thu,0
109167,1082,Brasilia,Florianopolis,firstClass,1569.65,1.66,637.56,FlyingDrops,8/13/2021,Fri,0
37856,362,Sao Paulo,Brasilia,premium,586.06,0.67,257.81,Rainbow,10/9/2020,Fri,0
82067,798,Sao Paulo,Rio de Janeiro,firstClass,1041.65,0.86,331.89,FlyingDrops,6/17/2021,Thu,0
45829,447,Sao Paulo,Brasilia,firstClass,824.31,0.67,257.81,Rainbow,4/15/2022,Fri,0
46062,448,Recife,Rio de Janeiro,firstClass,1706.89,2.3,885.57,FlyingDrops,12/29/2022,Thu,0
94502,933,Florianopolis,Recife,firstClass,1300.6,1.76,676.53,CloudFy,5/5/2022,Thu,0
63104,615,Natal,Campo Grande,premium,660.25,0.65,250.68,Rainbow,11/29/2019,Fri,0
46120,449,Sao Paulo,Brasilia,firstClass,727.31,0.67,257.81,FlyingDrops,6/28/2020,Sun,1
21267,208,Recife,Campo Grande,firstClass,1038.95,1.39,535.4,FlyingDrops,12/9/2021,Thu,0
76981,747,Natal,Sao Paulo,premium,863.8,0.85,327.55,CloudFy,9/16/2021,Thu,0
1359,11,Aracaju,Brasilia,economic,548.62,1.11,425.98,Rainbow,3/31/2023,Fri,0
39124,376,Recife,Brasilia,premium,573.61,0.63,242.21,CloudFy,7/4/2020,Sat,1
23819,233,Aracaju,Campo Grande,premium,1116.83,1.69,650.1,Rainbow,11/26/2020,Thu,0
92687,914,Florianopolis,Recife,premium,918.66,1.76,676.53,CloudFy,5/25/2023,Thu,0
34172,327,Aracaju,Florianopolis,firstClass,1499.93,2.1,808.85,FlyingDrops,1/2/2020,Thu,0
37276,355,Campo Grande,Aracaju,economic,886.9,1.69,650.1,CloudFy,9/25/2020,Fri,0
24854,241,Brasilia,Sao Paulo,economic,533.8,0.67,257.81,Rainbow,11/17/2022,Thu,0
24437,239,Aracaju,Recife,premium,835.21,1.44,555.74,CloudFy,1/16/2020,Thu,0
97346,962,Florianopolis,Rio de Janeiro,firstClass,624.89,1.21,466.3,FlyingDrops,6/24/2021,Thu,0
76803,746,Aracaju,Natal,firstClass,598.61,0.46,176.33,CloudFy,6/10/2021,Thu,0
26973,260,Brasilia,Recife,economic,421.2,0.63,242.21,Rainbow,4/11/2020,Sat,1
66770,648,Recife,Sao Paulo,economic,545.95,1.26,486.52,Rainbow,6/14/2020,Sun,1
34637,330,Brasilia,Rio de Janeiro,premium,440.69,0.48,183.37,Rainbow,8/19/2021,Thu,0
78682,764,Natal,Rio de Janeiro,firstClass,1314.05,1.55,595.03,Rainbow,11/21/2019,Thu,0
91414,902,Florianopolis,Salvador,economic,898.67,2.44,937.77,CloudFy,3/19/2020,Thu,0
52614,510,Campo Grande,Florianopolis,economic,764.53,1.49,573.81,Rainbow,5/6/2021,Thu,0
99373,985,Rio de Janeiro,Florianopolis,firstClass,875.65,1.21,466.3,CloudFy,7/24/2020,Fri,0
9811,97,Salvador,Recife,firstClass,1440.25,2.05,788.55,Rainbow,3/28/2021,Sun,1
134729,1324,Florianopolis,Campo Grande,economic,544.86,1.49,573.81,Rainbow,11/19/2020,Thu,0
43115,422,Natal,Aracaju,firstClass,576.66,0.46,176.33,CloudFy,5/10/2020,Sun,1
49808,486,Campo Grande,Florianopolis,premium,1030.13,1.49,573.81,Rainbow,6/30/2022,Thu,0
129910,1279,Florianopolis,Salvador,firstClass,1692.64,2.44,937.77,FlyingDrops,7/14/2022,Thu,0
124845,1232,Florianopolis,Aracaju,firstClass,1468.03,2.1,808.85,CloudFy,10/29/2020,Thu,0
80816,787,Campo Grande,Sao Paulo,firstClass,684.65,0.44,168.22,FlyingDrops,9/30/2019,Mon,0
5651,56,Salvador,Brasilia,firstClass,1040.84,1.76,676.56,Rainbow,3/15/2021,Mon,0
66331,643,Salvador,Campo Grande,economic,534.41,1.36,522.34,CloudFy,1/24/2020,Fri,0
64161,624,Campo Grande,Sao Paulo,economic,375.51,0.44,168.22,CloudFy,11/28/2019,Thu,0
42041,409,Recife,Sao Paulo,firstClass,954.78,1.26,486.52,FlyingDrops,12/31/2020,Thu,0
1198,11,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,2/27/2020,Thu,0
62995,613,Salvador,Campo Grande,premium,774.52,1.36,522.34,Rainbow,5/22/2021,Sat,1
22824,223,Brasilia,Sao Paulo,economic,538.95,0.67,257.81,CloudFy,7/16/2020,Thu,0
43494,425,Brasilia,Florianopolis,firstClass,1576.97,1.66,637.56,Rainbow,4/8/2021,Thu,0
67046,650,Sao Paulo,Campo Grande,premium,447.53,0.44,168.22,CloudFy,4/13/2023,Thu,0
20936,206,Brasilia,Aracaju,firstClass,1287.52,1.11,425.98,FlyingDrops,5/2/2020,Sat,1
56108,545,Florianopolis,Campo Grande,firstClass,949.58,1.49,573.81,CloudFy,12/25/2022,Sun,1
67522,654,Natal,Sao Paulo,premium,863.8,0.85,327.55,CloudFy,12/10/2020,Thu,0
76413,744,Aracaju,Rio de Janeiro,economic,717.04,1.55,597.61,CloudFy,12/26/2019,Thu,0
16871,168,Recife,Campo Grande,premium,793.15,1.39,535.4,CloudFy,5/5/2022,Thu,0
12779,125,Sao Paulo,Brasilia,premium,586.06,0.67,257.81,Rainbow,7/24/2020,Fri,0
40560,390,Salvador,Aracaju,firstClass,1581.59,2.16,830.86,FlyingDrops,7/2/2022,Sat,1
47188,458,Natal,Campo Grande,premium,660.25,0.65,250.68,Rainbow,5/3/2020,Sun,1
44400,434,Recife,Brasilia,firstClass,721.93,0.63,242.21,Rainbow,3/7/2020,Sat,1
21821,213,Brasilia,Florianopolis,firstClass,1576.97,1.66,637.56,Rainbow,11/28/2019,Thu,0
121307,1203,Rio de Janeiro,Florianopolis,economic,519.1,1.21,466.3,Rainbow,6/20/2021,Sun,1
41780,407,Aracaju,Brasilia,economic,548.62,1.11,425.98,Rainbow,10/7/2021,Thu,0
74373,722,Sao Paulo,Campo Grande,economic,367.22,0.44,168.22,Rainbow,10/10/2019,Thu,0
120624,1196,Sao Paulo,Florianopolis,firstClass,1718.28,1.46,562.14,Rainbow,8/23/2021,Mon,0
41650,405,Brasilia,Campo Grande,premium,851.15,0.72,277.7,Rainbow,11/14/2019,Thu,0
17350,174,Campo Grande,Recife,economic,674.16,1.39,535.4,Rainbow,6/27/2020,Sat,1
51489,500,Rio de Janeiro,Campo Grande,premium,1219.71,2.09,806.48,Rainbow,10/7/2022,Fri,0
95396,941,Florianopolis,Sao Paulo,firstClass,762.89,1.46,562.14,FlyingDrops,6/10/2021,Thu,0
134715,1324,Recife,Florianopolis,economic,803.39,1.76,676.53,Rainbow,8/14/2020,Fri,0
27014,260,Recife,Aracaju,premium,932.84,1.44,555.74,CloudFy,1/21/2021,Thu,0
3953,40,Recife,Brasilia,firstClass,697.22,0.63,242.21,FlyingDrops,9/3/2020,Thu,0
79951,778,Sao Paulo,Natal,economic,488.57,0.85,327.55,CloudFy,11/2/2019,Sat,1
128344,1265,Campo Grande,Florianopolis,firstClass,1310.32,1.49,573.81,FlyingDrops,11/16/2019,Sat,1
3828,39,Salvador,Aracaju,firstClass,1520.02,2.16,830.86,Rainbow,1/22/2021,Fri,0
15224,152,Brasilia,Aracaju,firstClass,1260.1,1.11,425.98,CloudFy,3/12/2020,Thu,0
74684,725,Campo Grande,Sao Paulo,firstClass,620.16,0.44,168.22,CloudFy,6/26/2020,Fri,0
38449,369,Aracaju,Campo Grande,premium,1116.83,1.69,650.1,Rainbow,4/29/2021,Thu,0
33131,319,Aracaju,Rio de Janeiro,economic,712.64,1.55,597.61,Rainbow,3/17/2022,Thu,0
36890,352,Aracaju,Recife,firstClass,1124.11,1.44,555.74,CloudFy,4/25/2020,Sat,1
59266,575,Sao Paulo,Campo Grande,premium,447.53,0.44,168.22,CloudFy,5/28/2021,Fri,0
72635,706,Brasilia,Aracaju,premium,987.07,1.11,425.98,CloudFy,6/13/2020,Sat,1
93313,920,Florianopolis,Rio de Janeiro,economic,313.62,1.21,466.3,CloudFy,12/16/2021,Thu,0
79224,771,Sao Paulo,Brasilia,premium,586.06,0.67,257.81,Rainbow,10/24/2019,Thu,0
58476,571,Salvador,Campo Grande,firstClass,980.4,1.36,522.34,FlyingDrops,1/17/2020,Fri,0
123292,1221,Florianopolis,Natal,firstClass,1348.79,1.84,709.37,FlyingDrops,6/11/2020,Thu,0
30832,294,Rio de Janeiro,Recife,firstClass,1664.01,2.3,885.57,CloudFy,1/5/2020,Sun,1
122798,1218,Florianopolis,Recife,economic,674.52,1.76,676.53,CloudFy,3/26/2020,Thu,0
96641,956,Aracaju,Florianopolis,firstClass,1515.79,2.1,808.85,CloudFy,10/25/2020,Sun,1
89676,885,Florianopolis,Rio de Janeiro,firstClass,549.55,1.21,466.3,Rainbow,10/10/2019,Thu,0
105584,1047,Aracaju,Florianopolis,firstClass,1582.41,2.1,808.85,Rainbow,5/11/2020,Mon,0
17318,174,Recife,Salvador,economic,861.68,2.05,788.55,Rainbow,11/14/2019,Thu,0
80414,782,Rio de Janeiro,Sao Paulo,premium,645.44,0.86,331.89,CloudFy,1/24/2021,Sun,1
64150,623,Natal,Campo Grande,economic,546.04,0.65,250.68,CloudFy,3/28/2022,Mon,0
93855,925,Florianopolis,Rio de Janeiro,economic,317.08,1.21,466.3,Rainbow,6/1/2023,Thu,0
65939,640,Campo Grande,Recife,firstClass,1262.23,1.39,535.4,FlyingDrops,9/8/2022,Thu,0
114365,1138,Salvador,Florianopolis,economic,899.6,2.44,937.77,Rainbow,6/18/2021,Fri,0
119253,1184,Florianopolis,Campo Grande,economic,478.02,1.49,573.81,CloudFy,10/3/2019,Thu,0
33682,323,Aracaju,Recife,premium,835.21,1.44,555.74,CloudFy,8/26/2021,Thu,0
21500,210,Recife,Aracaju,premium,932.84,1.44,555.74,CloudFy,5/17/2021,Mon,0
102881,1022,Sao Paulo,Florianopolis,economic,908.17,1.46,562.14,Rainbow,2/24/2020,Mon,0
61372,599,Campo Grande,Florianopolis,economic,808.63,1.49,573.81,CloudFy,6/9/2022,Thu,0
105880,1049,Florianopolis,Aracaju,premium,1149.53,2.1,808.85,CloudFy,11/19/2020,Thu,0
83236,813,Natal,Sao Paulo,firstClass,1020.42,0.85,327.55,CloudFy,3/11/2021,Thu,0
121831,1208,Florianopolis,Sao Paulo,firstClass,762.89,1.46,562.14,FlyingDrops,12/5/2019,Thu,0
110582,1096,Sao Paulo,Florianopolis,premium,1367.6,1.46,562.14,Rainbow,7/10/2020,Fri,0
130522,1283,Florianopolis,Salvador,premium,1311.38,2.44,937.77,CloudFy,10/14/2021,Thu,0
110944,1100,Florianopolis,Brasilia,firstClass,1097.17,1.66,637.56,FlyingDrops,10/29/2020,Thu,0
94423,933,Recife,Florianopolis,firstClass,1354.53,1.76,676.53,CloudFy,11/1/2020,Sun,1
93345,922,Sao Paulo,Florianopolis,firstClass,1684.14,1.46,562.14,CloudFy,11/17/2019,Sun,1
82936,809,Rio de Janeiro,Natal,economic,670.29,1.55,595.03,Rainbow,10/29/2021,Fri,0
16206,160,Sao Paulo,Recife,economic,829.91,1.26,486.52,CloudFy,7/31/2020,Fri,0
12475,120,Brasilia,Recife,premium,559.13,0.63,242.21,Rainbow,2/19/2022,Sat,1
16966,169,Rio de Janeiro,Recife,firstClass,1702.23,2.3,885.57,FlyingDrops,11/6/2020,Fri,0
54998,537,Campo Grande,Brasilia,economic,506.56,0.72,277.7,CloudFy,7/30/2020,Thu,0
1025,9,Brasilia,Salvador,firstClass,1665.24,1.76,676.56,Rainbow,4/9/2020,Thu,0
108376,1076,Florianopolis,Brasilia,premium,814.55,1.66,637.56,Rainbow,2/13/2020,Thu,0
16366,162,Florianopolis,Aracaju,firstClass,1574.28,2.1,808.85,FlyingDrops,2/22/2020,Sat,1
71874,698,Sao Paulo,Natal,economic,530.03,0.85,327.55,Rainbow,10/17/2019,Thu,0
125097,1235,Salvador,Florianopolis,firstClass,1657.48,2.44,937.77,CloudFy,3/9/2020,Mon,0
90572,895,Florianopolis,Campo Grande,premium,714.86,1.49,573.81,Rainbow,4/15/2021,Thu,0
52686,511,Rio de Janeiro,Campo Grande,premium,1139.93,2.09,806.48,CloudFy,2/16/2020,Sun,1
42715,416,Natal,Aracaju,firstClass,611.4,0.46,176.33,Rainbow,11/6/2020,Fri,0
96629,956,Salvador,Florianopolis,economic,899.6,2.44,937.77,Rainbow,8/1/2020,Sat,1
36986,352,Aracaju,Rio de Janeiro,firstClass,1190.94,1.55,597.61,FlyingDrops,2/24/2022,Thu,0
91128,898,Florianopolis,Rio de Janeiro,premium,481.42,1.21,466.3,Rainbow,4/20/2023,Thu,0
8185,79,Recife,Aracaju,firstClass,1181.19,1.44,555.74,Rainbow,4/3/2021,Sat,1
19987,194,Aracaju,Sao Paulo,firstClass,730.43,1.02,392.76,CloudFy,11/11/2021,Thu,0
113288,1126,Natal,Florianopolis,premium,1212.58,1.84,709.37,Rainbow,9/28/2019,Sat,1
13894,137,Aracaju,Brasilia,firstClass,957.68,1.11,425.98,CloudFy,9/2/2021,Thu,0
103302,1026,Florianopolis,Natal,economic,726.95,1.84,709.37,CloudFy,5/28/2020,Thu,0
62670,611,Natal,Campo Grande,premium,660.25,0.65,250.68,Rainbow,7/5/2021,Mon,0
61809,603,Campo Grande,Natal,economic,411.05,0.65,250.68,Rainbow,12/30/2021,Thu,0
55008,537,Sao Paulo,Campo Grande,firstClass,595.09,0.44,168.22,Rainbow,10/10/2020,Sat,1
105918,1049,Sao Paulo,Florianopolis,economic,908.17,1.46,562.14,Rainbow,8/14/2021,Sat,1
39636,383,Recife,Brasilia,premium,638.63,0.63,242.21,Rainbow,4/16/2021,Fri,0
127222,1256,Florianopolis,Aracaju,firstClass,1574.28,2.1,808.85,FlyingDrops,10/1/2020,Thu,0
56912,553,Campo Grande,Florianopolis,premium,1031.59,1.49,573.81,CloudFy,6/16/2022,Thu,0
79208,770,Brasilia,Sao Paulo,firstClass,992.17,0.67,257.81,Rainbow,10/25/2020,Sun,1
134854,1325,Florianopolis,Salvador,premium,1367.88,2.44,937.77,Rainbow,9/10/2020,Thu,0
57804,563,Campo Grande,Brasilia,firstClass,870.91,0.72,277.7,Rainbow,6/25/2020,Thu,0
73194,710,Florianopolis,Aracaju,firstClass,1574.28,2.1,808.85,FlyingDrops,10/3/2022,Mon,0
134392,1322,Florianopolis,Campo Grande,firstClass,949.58,1.49,573.81,CloudFy,5/27/2021,Thu,0
47035,456,Brasilia,Campo Grande,firstClass,1069.61,0.72,277.7,Rainbow,8/23/2020,Sun,1
86035,848,Sao Paulo,Brasilia,premium,586.06,0.67,257.81,Rainbow,6/11/2020,Thu,0
104629,1039,Sao Paulo,Florianopolis,economic,947.95,1.46,562.14,CloudFy,4/20/2020,Mon,0
75867,738,Aracaju,Natal,firstClass,577.71,0.46,176.33,FlyingDrops,6/10/2021,Thu,0
67027,650,Salvador,Sao Paulo,firstClass,590.98,1.04,401.66,CloudFy,12/2/2022,Fri,0
105008,1041,Brasilia,Florianopolis,economic,884.94,1.66,637.56,CloudFy,1/4/2021,Mon,0
17717,176,Sao Paulo,Brasilia,economic,389.47,0.67,257.81,CloudFy,2/5/2021,Fri,0
60913,589,Campo Grande,Aracaju,economic,886.9,1.69,650.1,CloudFy,11/21/2019,Thu,0
44806,436,Sao Paulo,Brasilia,economic,393.84,0.67,257.81,Rainbow,3/12/2023,Sun,1
43656,428,Brasilia,Florianopolis,firstClass,1576.97,1.66,637.56,Rainbow,8/6/2020,Thu,0
33075,319,Aracaju,Salvador,firstClass,1723.71,2.16,830.86,Rainbow,2/18/2021,Thu,0
124660,1231,Brasilia,Florianopolis,premium,1222.24,1.66,637.56,Rainbow,10/4/2020,Sun,1
18632,183,Salvador,Brasilia,firstClass,1032.4,1.76,676.56,CloudFy,7/11/2022,Mon,0
115438,1148,Florianopolis,Brasilia,economic,555.01,1.66,637.56,Rainbow,10/24/2019,Thu,0
113003,1121,Florianopolis,Brasilia,firstClass,1127.36,1.66,637.56,CloudFy,12/3/2020,Thu,0
20893,205,Recife,Natal,economic,360.22,0.58,222.67,Rainbow,6/11/2020,Thu,0
102307,1014,Campo Grande,Florianopolis,firstClass,1446.34,1.49,573.81,CloudFy,10/9/2020,Fri,0
69946,677,Natal,Aracaju,firstClass,611.59,0.46,176.33,FlyingDrops,8/26/2021,Thu,0
